,X,datum_id,time,DOD,RG_Proportion,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,Trt2
143,902,823476,5/9/18 12:55,8,0.921991492,1,8344,5026,963,1672,27.32,41.213867,782.422791,27.27,41.713867,783.569763,25.57,0.45,E,90,1.46,S,1.4,-0.43,-0.0108,25946.04,26041.43,-0.140626277,NA,NA,NA,1.139,1.617,1.217,NA,0.411,0.341,0.33,0.384,72.79,1,654,11616,120.67,3970.5,46373,115.47,8830,46367.5,99.18,45.6,1,80.6,1,165.25,1,-7,1,-8.07,1,-2.64,1,491.0423894,0.123,0.537,1.583,0.339,0.074,0.654,0.188,53.406,10856.21,9518.3,3758,0.141,1.92329,0.88288,0.85134,-3174880.251,-0.99,963,-1.75,45.59669161,1,27.32,41.213867,1.46,1003,441,389,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31254827,-105.5848772,1,POTR,Drought,13,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
151,904,823474,5/9/18 12:58,8,0.921991492,2,8422,5955,143,253,28.309999,42.638672,782.485291,28.280001,43.491211,783.532837,27.53,0.41,E,90,8.05,N,-7.88,-1.62,-0.1942,26940.88,27050.62,-0.915589696,8.00E-04,4.58E-05,16.6015,1.067,1.572,1.161,NA,0.415,0.345,0.321,0.389,65.17,1,726,11505,115.72,4430.5,45960,110.32,9854.5,45973,94.04,43.65,1,74.58,1,163.65,1,-7.03,1,-9.35,1,-2.58,1,496.340215,0.635,0.149,0.69,0.216,0.602,0.743,0.855,40.851,18196.071,6644.7,4681,1.738,1.06748,0.7551,0.72636,-8065754.632,-1,143,-0.779999,43.64710516,1,28.309999,42.638672,8.05,151,72,59,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257488,-105.5848937,2,POTR,Drought,12,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
155,830,823548,5/9/18 13:00,8,0.789241236,134,12219,1582,605,1134,28.799999,42.451172,783.08252,28.700001,42.664062,783.012451,26.39,0.87,E,90,8.91,S,8.62,2.29,0.8654,20471.05,20435.53,0.938234046,NA,NA,NA,NA,NA,NA,NA,0.491,0.444,0.452,0.464,104.61,1,135,11716,180.14,571,42731,193.8,1242,42718,179.58,77.04,1,140.23,1,217.16,1,-4.68,1,-3.85,1,-2.67,1,506.5866349,0.179,0.243,0.419,0.579,0.063,0.775,0.23,48.6,13518.679,11105.4,3046,0.217,1.21555,0.86422,0.85453,-2252868.109,-0.996,605,-2.409999,77.03866432,1,28.799999,42.451172,8.91,666,307,272,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3125265,-105.5848589,134,BRR5,Drought,12,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
159,831,823547,5/9/18 13:01,8,0.789241236,136,12917,1458,207,381,28.93,41.957031,783.089661,28.84,42.208984,783.024841,26.99,0.57,E,90,1.5,NW,-1.36,-0.65,0.0174,20148.17,20189.39,0.299892494,0.001,9.00E-05,11.1161,NA,NA,NA,NA,0.511,0.473,0.488,0.486,105.97,1,137,11189,177.5,571,40806,191.79,1237.5,40815.5,177.76,75.88,1,143.51,1,217.55,1,-3.85,1,-2.26,1,-2.46,1,546.2567042,0.517,0.144,0.425,0.339,0.312,0.774,0.668,48.124,12755.031,6165.4,2883,1.069,1.03657,0.86781,0.85826,-1502408.735,-0.448,207,-1.94,75.87873462,1,28.93,41.957031,1.5,222,104,92,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256385,-105.5848464,136,BRR5,Drought,1,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
163,833,823545,5/9/18 13:04,8,0.921991492,7,12811,7510,1485,2782,29.389999,44.422852,783.103882,29.32,44.989258,782.940552,27.49,0.49,E,90,1.11,NW,-0.65,-0.89,0.0626,27246.1,27375.96,0.503303428,NA,NA,NA,0.911,1.312,1.103,1.814,0.461,0.42,0.346,0.45,45.04,1,1289,12553,85.15,8166.5,45794.5,81.26,18384.5,45803.5,65.58,35.3,1,64.18,1,135.32,1,-4.14,1,-11.46,1,-1.12,1,540.2323097,0.174,0.654,3.797,0.172,0.206,0.504,0.344,115.96,4965.001,4103.4,2461,0.21,1.91285,0.86766,0.7822,-2095718.552,-0.989,1485,-1.899999,35.30316344,1,29.389999,44.422852,1.11,1634,748,663,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258518,-105.5848769,7,POTR,Drought,12,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
167,836,823542,5/9/18 13:10,8,0.789241236,128,12667,3507,689,1292,29.67,45.294922,783.179871,29.610001,45.657227,783.06842,27.61,0.38,E,90,3.35,NE,-2.66,2.03,0.0357,24474.39,24593.25,0.522375905,NA,NA,NA,1.224,NA,1.573,NA,0.463,0.419,0.387,0.442,76.15,1,274,12503,152.22,1539,45654,153.61,3447.5,45663.5,138.14,64.77,1,111.05,1,211.59,1,-4.34,1,-7.58,1,-2.05,1,532.0482266,0.161,0.266,0.464,0.573,0.058,0.769,0.209,49.889,14589.882,12242.3,3367,0.192,1.37787,0.83337,0.82022,-3296276.154,-0.999,689,-2.06,64.771529,1,29.67,45.294922,3.35,759,350,308,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258804,-105.5848706,128,BRR5,Drought,12,Y,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
171,837,823541,5/9/18 13:12,8,0.921991492,5,12487,8128,1303,2458,30.15,44.834961,783.054443,30.08,45.308594,783.002563,27.93,0.2,E,90,13.43,SE,12.14,5.79,-0.0052,27803.52,27930.5,-0.067559665,0.0021,0.00017539,12.147,0.878,1.311,1.121,1.732,0.422,0.375,0.294,0.404,45.59,1,1294.5,13722.5,88.83,8206,50133.5,84.99,18469.5,50145.5,69.31,36.92,1,69.92,1,130.98,1,-4.74,1,-12.79,1,-1.87,1,521.8181228,0.213,0.434,1.23,0.353,0.124,0.686,0.31,124.907,9668.467,7608.8,3033,0.271,1.62432,0.81482,0.77608,-4179661.008,-0.995,1303,-2.22,36.92003515,1,30.15,44.834961,13.43,1451,662,584,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257017,-105.5848908,5,POTR,Drought,1,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
175,838,823540,5/9/18 13:13,8,0.789241236,135,12667,2998,222,408,30.52,46.271484,783.125366,30.450001,46.464844,783.00885,28.31,0.26,E,90,9.77,S,9.71,-1.12,-7.00E-04,23421.2,23521.35,-0.011961475,NA,NA,NA,1.284,NA,1.634,NA,0.47,0.422,0.406,0.449,81.44,1,227.5,12302,159.6,1234.5,44918.5,162.48,2750,44926,147.25,68.01,1,116.42,1,219.57,1,-4.75,1,-6.38,1,-2.08,1,532.0482266,0.484,0.226,0.776,0.291,0.341,0.733,0.66,48.332,12195.498,6295.3,3254,0.937,1.03109,0.92769,0.91815,-1068563.816,-0.428,222,-2.21,68.01405975,1,30.52,46.271484,9.77,236,112,99,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3125728,-105.5849029,135,BRR5,Drought,1,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
179,908,823470,5/9/18 13:13,8,0.921991492,3,8164,7560,1438,2483,31.42,43.331055,782.542786,31.469999,44.203125,783.637329,30.15,0.8,E,90,3.58,E,-0.9,3.47,-0.0456,27432.32,27649.41,-0.564945924,NA,NA,NA,0.971,1.37,1.083,NA,0.433,0.366,0.296,0.408,53.85,1,1157,11037,93.68,7162.5,44141,87.7,15946.5,44143,71.37,34.97,1,65.01,1,147.54,1,-6.73,1,-13.71,1,-2.52,1,478.8166382,0.263,0.613,4.949,0.124,0.434,0.451,0.583,169.97,5485.314,4044.5,3013,0.356,1.69419,0.82548,0.6786,-3163904.132,-0.999,1438,-1.27,34.96652225,1,31.42,43.331055,3.58,1483,654,581,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259353,-105.5848857,3,POTR,Drought,12,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
194,910,823468,5/9/18 13:17,8,0.789241236,149,7912,2463,1321,2265,31.58,40.068359,782.499512,31.629999,40.530273,783.631714,31.5,0.7,E,90,5.59,S,5.57,-0.42,0.0163,22644.2,22767.34,0.309538872,NA,NA,NA,1.441,NA,1.697,NA,0.413,0.348,0.353,0.384,102.77,1,129.5,11557.5,190.79,757.5,46311.5,187.36,1668,46324.5,171.52,73.21,1,128.4,1,NA,NA,-6.46,1,-5.95,1,-2.9,1,461.7005864,0.113,0.454,1.048,0.433,0.053,0.704,0.16,66.933,11689.505,10373.3,3456,0.127,1.55448,0.90371,0.88654,-2233254.172,-0.995,1321,-0.08,73.21386373,1,31.58,40.068359,5.59,1344,599,530,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257222,-105.5848685,149,BRR5,Drought,13,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
221,915,823463,5/9/18 13:25,8,0.789241236,132,7971,5235,1143,1972,32.77,42.578125,782.623291,32.860001,43.046875,783.6875,31.46,0.82,E,90,8.02,E,-2.76,7.54,0.3186,26493.94,26532.96,0.803551269,NA,NA,NA,1.127,NA,1.336,NA,0.433,0.365,0.316,0.404,69.39,1,448,11044.5,134.91,2697,44248,130.23,5998,44252,113.95,51.21,1,90.37,1,214.53,1,-6.81,1,-11.64,1,-2.84,1,465.707916,0.157,0.304,0.565,0.539,0.06,0.757,0.207,80.808,14832.598,12502.3,3601,0.186,1.72255,0.79297,0.77309,-4900066.866,-0.998,1143,-1.31,51.2051989,1,32.77,42.578125,8.02,1176,521,459,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266169,-105.5848603,132,BRR5,Drought,14,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
225,916,823462,5/9/18 13:26,8,0.648249791,117,6647,2516,1229,2123,33.139999,40.450195,782.624512,33.209999,41.080078,783.655151,32.03,2.98,E,90,6.29,N,-5.83,2.35,-0.0816,23849.49,24074.31,-0.864482963,NA,NA,NA,1.441,NA,1.641,NA,0.56,0.497,0.458,0.53,88.19,1,238,8245.5,149.69,1367,32887,146.85,3022.5,32898.5,130.84,57.03,1,108.2,1,226.42,1,-6.21,1,-10.13,1,-2.91,1,375.7807232,0.282,0.545,3.161,0.172,0.336,0.54,0.523,156.236,4185.203,3002.9,1926,0.394,1.32182,0.86803,0.79707,-1494582.978,-0.885,1229,-1.109999,57.02638834,1,33.139999,40.450195,6.29,1267,561,494,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126476,-105.5848551,117,BRVT,Drought,6,N,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,DD
244,921,823457,5/9/18 13:32,8,0.648249791,104,7945,5688,1235,2147,32.84,43.944336,782.562988,32.93,44.401367,783.573608,31.1,0.78,E,90,8.27,S,8.15,1.39,0.0243,26972.23,27093.97,0.406069519,NA,NA,NA,1.091,NA,1.283,NA,0.427,0.358,0.295,0.391,66.39,1,492,11187,131.4,2977,44836,126.51,6625,44832.5,110.19,49.82,1,85.63,1,215.31,1,-6.87,1,-13.16,1,-3.6,1,463.9419741,0.189,0.229,0.393,0.582,0.067,0.778,0.243,105.198,15011.185,12169.7,3333,0.233,1.50651,0.74884,0.73207,-4911346.3,-1,1235,-1.74,49.82276487,1,32.84,43.944336,8.27,1289,566,498,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262954,-105.5849333,104,BRVT,Drought,14,N,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,DD
248,922,823456,5/9/18 13:34,8,0.648249791,112,7922,8777,1054,1832,32.880001,47.164062,782.50647,32.939999,47.876953,783.60498,30.01,0.66,E,90,15.34,N,-14.43,5.27,0.0163,28488.39,28590.2,0.22090886,0.0014,0.0001697,8.5172,0.909,1.367,1.031,NA,0.402,0.334,0.254,0.377,50.78,1,1165,11862,96.51,7199,47509,90.68,16018.5,47516,74.38,36.08,1,62.91,1,156.51,1,-6.77,1,-14.74,1,-2.45,1,462.3797948,0.438,0.277,0.971,0.285,0.314,0.712,0.614,207.506,11790.144,6632,3392,0.778,1.30538,0.69203,0.64117,-8240380.424,-0.999,1054,-2.870001,36.0811343,1,32.880001,47.164062,15.34,1099,484,426,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263531,-105.5849338,112,BRVT,Drought,14,N,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,DD
252,923,823455,5/9/18 13:35,8,0.648249791,103,8251,5179,1350,2322,33.349998,44.394531,782.548645,33.439999,45.290039,783.568848,30.97,0.32,E,90,8.6,NW,-7.03,-4.96,-0.0069,26503.01,26557.7,-0.127015601,0.0011,0.00011441,9.3117,1.134,NA,1.325,NA,0.407,0.339,0.321,0.396,72.66,1,456,11708.5,136.68,2751,46955.5,131.95,6119,46951,115.65,51.9,1,91.73,1,210.22,1,-6.79,1,-8.64,1,-1.16,1,484.7257513,0.209,0.376,0.907,0.414,0.104,0.719,0.291,127.228,13110.71,10364.9,3684,0.265,2.03178,0.74585,0.70664,-7107613.016,-0.996,1350,-2.379998,51.90232375,1,33.349998,44.394531,8.6,1377,618,544,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263181,-105.5849346,103,BRVT,Drought,14,N,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,DD
256,853,823525,5/9/18 13:36,8,0.789241236,146,14049,2831,201,372,31.559999,44.15918,783.104248,31.5,44.53125,782.981201,31.28,0.14,E,90,6.19,SE,5.18,3.39,0.0121,23461.57,23549.28,0.255323215,NA,NA,NA,1.31,NA,1.559,NA,0.541,0.49,0.418,0.517,76.82,1,247,10431,148.86,1383,38079.5,150.37,3101,38085,134.86,63.3,1,101.77,1,216.06,1,-5.15,1,-12.31,1,-2.47,1,610.5926903,0.424,0.27,0.881,0.306,0.284,0.722,0.588,38.357,15794.845,9096.7,4394,0.736,1.01736,0.9687,0.96401,-474457.648,-0.221,201,-0.279999,63.29525483,1,31.559999,44.15918,6.19,215,104,90,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31254095,-105.5849,146,BRR5,Drought,3,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
260,924,823454,5/9/18 13:37,8,0.921991492,9,8512,8672,1326,2277,33.509998,41.577148,782.512329,33.59,42.441406,783.516846,31.73,0.34,E,90,0.77,SE,0.65,0.42,-0.0411,28337.91,28481.84,-0.463590597,NA,NA,NA,0.923,1.302,1.035,1.792,0.428,0.354,0.281,0.409,49.42,1,1352.5,11150.5,87.34,8392.5,44676.5,81.35,18670.5,44677,65.05,32.47,1,60.66,1,136.37,1,-7.49,1,-14.71,1,-1.96,1,502.4530906,0.147,0.552,1.831,0.301,0.1,0.633,0.232,87.791,7541.819,6432.2,2769,0.173,2.94331,0.82495,0.77044,-3626525.262,-0.976,1326,-1.779998,32.46947617,1,33.509998,41.577148,0.77,1350,605,534,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126269,-105.5849346,9,POTR,Drought,14,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
279,858,823520,5/9/18 13:43,8,0.921991492,28,12845,5754,654,1221,32.040001,42.720703,783.010925,32,43.25293,782.91687,30.78,0.29,E,90,3.72,W,0.65,-3.66,0.0064,26729.23,26846.24,0.09349401,0.002,0.00014883,13.5002,1.019,1.471,1.16,NA,0.471,0.427,0.356,0.455,54.78,1,895.5,12268,99.97,5648,44790,96.31,12715.5,44796.5,80.63,41.81,1,68.91,1,143.52,1,-4.4,1,-11.48,1,-1.61,1,542.1646626,0.478,0.308,1.442,0.214,0.458,0.667,0.717,140.67,11900.942,6212.5,3969,0.916,1.32322,0.6866,0.60977,-9967214.121,-0.996,654,-1.260001,41.81458699,1,32.040001,42.720703,3.72,713,333,289,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31253422,-105.5849612,28,POTR,Drought,3,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
286,860,823518,5/9/18 13:46,8,0.648249791,102,14429,1648,1330,2500,32.509998,42.889648,783.022217,32.5,43.428711,782.95874,30.51,0.61,E,90,2.99,SW,2.68,-1.34,-0.0039,21487.11,21628.99,-0.081188158,NA,NA,NA,NA,NA,NA,NA,0.609,0.56,0.533,0.58,92.17,1,159,8923.5,161.21,768.5,32522.5,169.04,1702.5,32526.5,154.05,68.72,1,128.65,1,208.34,1,-4.89,1,-7.66,1,-2.94,1,632.1895761,0.22,0.415,1.135,0.365,0.123,0.696,0.316,131.742,9797.852,7641.1,2982,0.282,1.4704,0.8301,0.79731,-3587839.97,-0.996,1330,-1.999998,68.72144112,1,32.509998,42.889648,2.99,1473,672,595,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256157,-105.584959,102,BRVT,Drought,3,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,DD
306,938,823440,5/9/18 13:57,8,0.921991492,17,8011,5347,1437,2463,31.68,45.454102,782.265808,31.75,46.3125,783.414307,31.82,0.64,E,90,13.41,SE,6.68,11.66,0.0314,26844.02,26922.41,0.328586782,0.0018,0.00016816,10.8927,1.126,1.624,1.323,NA,0.405,0.337,0.314,0.381,72.09,1,643.5,11764,121.93,3921,47160.5,116.74,8721.5,47172.5,100.46,46.09,1,91.79,1,161.43,1,-6.79,1,-9.1,1,-2.41,1,468.4247496,0.232,0.49,1.763,0.278,0.171,0.638,0.363,149.819,9097.701,6989.9,3289,0.302,1.64516,0.81747,0.76273,-4341705.893,-1,1437,0.14,46.09294998,1,31.68,45.454102,13.41,1458,654,579,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261819,-105.5849257,17,POTR,Drought,19,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,DD
310,939,823439,5/9/18 14:00,8,0.648249791,101,7986,4878,1141,2005,31.040001,49.101562,782.336853,31.07,50.208984,783.467102,30.4,0.58,E,90,2.53,SE,2.11,1.39,-0.019,26136.66,26231.99,-0.308876528,0.0015,0.00025301,6.0949,1.159,NA,1.355,NA,0.421,0.354,0.3,0.382,73.86,1,414.5,11350,139.47,2466,45459,135.29,5485,45466,119.01,53,1,93.43,1,220.81,1,-6.67,1,-12.1,1,-3.88,1,466.7267286,0.338,0.356,1.164,0.306,0.226,0.693,0.488,173.418,10418.94,6899.9,3201,0.51,1.37195,0.76351,0.7167,-5687719.128,-1,1141,-0.640001,53.00118157,1,31.040001,49.101562,2.53,1218,523,459,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126605,-105.5849385,101,BRVT,Drought,19,N,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,DD
318,868,823510,5/9/18 14:04,8,0.789241236,138,15863,168,954,1786,31.559999,46.716797,782.830933,31.549999,47.155273,782.706238,30.01,0.38,E,90,6.11,SW,4.75,-3.84,0.0069,2723.94,2722.87,0.213135043,0,0,0,NA,NA,NA,NA,0.833,0.756,0.93,0.771,141.83,1,58.5,5325,182.21,95.5,19364.5,237.09,151,19371.5,236.75,77.95,1,181.32,1,198.41,1,-7.7,1,9.66,1,-6.2,1,713.6894031,0.358,0.321,1,0.321,0.229,0.709,0.505,153.791,13192.276,8466.3,3835,0.558,1.32321,0.7527,0.71063,-7193248.015,-0.998,954,-1.549999,77.94815466,1,31.559999,46.716797,6.11,1047,483,428,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3124145,-105.5850963,138,BRR5,Drought,9,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
322,870,823508,5/9/18 14:07,8,0.648249791,99,11682,4679,167,310,29.959999,46.416992,782.78125,29.969999,46.970703,782.723572,27.11,1.68,E,90,6.87,S,6.63,-1.83,0.0335,26352.04,26372.8,0.499717196,6.00E-04,5.56E-05,10.6409,1.102,1.658,1.387,NA,0.467,0.419,0.337,0.443,63.49,1,582,12387,119.1,3572.5,45232.5,116.63,8038,45232.5,100.97,50.22,1,92.02,1,180.14,1,-4.75,1,-13.02,1,-2.34,1,476.0668253,0.678,0.088,0.377,0.234,0.593,0.78,0.869,50.92,10586.28,3413.3,2329,2.102,1.15521,0.44568,0.41019,-10819687.48,-0.988,167,-2.849999,50.21968366,1,29.959999,46.416992,6.87,178,89,74,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261441,-105.5849465,99,BRVT,Drought,9,N,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,DD
329,940,823438,5/9/18 14:10,8,0.789241236,147,8058,2283,254,419,31.35,42.74707,782.164978,31.41,43.59375,783.34845,30.05,0.47,E,90,0.59,SE,0.42,0.42,-5.00E-04,22431.14,22450.29,-0.009778638,4.00E-04,3.37E-05,11.3576,1.472,NA,1.701,NA,0.438,0.358,0.354,0.395,103.36,1,133,10898.5,187.08,776,43628,183.72,1702,43640.5,168.05,71.75,1,126.27,1,NA,NA,-8.06,1,-8.46,1,-4.29,1,471.6170291,0.681,0.065,0.256,0.254,0.55,0.795,0.856,77.85,17067.368,5442.7,3495,2.136,1.1729,0.34982,0.32146,-18496392.28,-0.999,254,-1.3,71.75265853,1,31.35,42.74707,0.59,240,114,101,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126417,-105.584928,147,BRR5,Drought,19,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
333,873,823505,5/9/18 14:11,8,0.789241236,142,12643,4281,613,1158,28.5,48.414062,782.703918,28.540001,48.966797,782.647522,26.43,0.28,E,90,6.14,SE,5.21,3.26,-7.00E-04,25300.19,25362.39,-0.012008867,0.001,0.00025236,3.9761,1.141,NA,1.431,NA,0.45,0.403,0.373,0.436,69.07,1,393,12875.5,137.83,2352.5,47078.5,136.51,5282,47093.5,120.95,58.45,1,98.07,1,197.54,1,-4.73,1,-7.7,1,-1.42,1,530.6842128,0.557,0.171,0.629,0.272,0.419,0.75,0.742,153.518,13284.515,5891.3,3325,1.255,1.22095,0.58525,0.54088,-11245048.05,-0.996,613,-2.07,58.44903339,1,28.5,48.414062,6.14,682,316,275,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260628,-105.5849335,142,BRR5,Drought,9,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
349,877,823501,5/9/18 14:17,8,0.789241236,106,12435,3014,1267,2407,26.65,49.782227,782.659851,26.66,50.0625,782.591553,24.23,1.14,E,90,2.7,W,-0.41,-2.67,0.0224,24288.38,24387.04,0.418869133,0.0018,0.00019824,9.1658,1.284,NA,1.633,NA,0.489,0.449,0.413,0.463,79.54,1,284.5,11769.5,147.96,1609.5,42960,149.02,3596,42971,133.67,62.9,1,114.42,1,202.34,1,-4,1,-7.64,1,-2.6,1,518.8627595,0.358,0.23,0.56,0.412,0.178,0.758,0.472,203.942,10899.555,7000.8,2640,0.557,1.41441,0.64602,0.61233,-6997282.656,-0.996,1267,-2.42,62.89982425,1,26.65,49.782227,2.7,1435,642,569,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31259074,-105.5849226,106,BRR5,Drought,13,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,DD
